357.7148 235.0 188
358.0444 235.0 188
358.3575 235.0 188
358.6871 235.0 188
358.9948 235.0 188
359.3243 235.0 188
359.6539 235.0 188
359.9670 235.0 188
0.2966 235.0 188
0.6042 235.0 188
0.9338 235.0 188
1.2469 235.0 188
1.5765 236.0 188
1.9061 236.0 188
2.2137 236.0 188
2.5433 236.0 188
2.8564 235.0 188
3.1860 235.0 188
3.5596 234.0 188
3.8892 232.0 188
4.3231 228.0 188
4.7021 226.0 188
5.0153 226.0 188
5.3394 226.0 188
5.6689 227.0 188
5.9821 227.0 188
6.2457 228.0 188
6.5753 228.0 188
6.8884 228.0 188
7.2180 228.0 188
7.5311 228.0 188
7.8552 229.0 188
8.1848 229.0 188
8.4979 229.0 188
8.8275 229.0 188
9.0912 230.0 188
9.4043 230.0 188
9.7339 230.0 188
10.0415 231.0 188
10.3711 231.0 188
10.6842 231.0 188
10.9479 232.0 188
11.2775 232.0 188
11.5906 233.0 188
11.9202 233.0 188
12.2498 234.0 188
12.5574 234.0 188
12.8870 234.0 188
13.1561 235.0 188
13.4637 235.0 188
13.7933 235.0 188
14.1064 236.0 188
14.4360 236.0 188
14.6997 237.0 188
15.0128 238.0 188
15.3424 238.0 188
15.6061 239.0 188
15.9192 239.0 188
16.2488 240.0 188
16.5619 240.0 188
16.8860 241.0 188
17.2156 241.0 188
17.4792 242.0 188
17.7924 242.0 188
18.1219 243.0 188
18.4351 243.0 188
18.6987 244.0 188
19.0283 245.0 188
19.3414 245.0 188
19.6051 246.0 188
19.9347 247.0 188
20.2478 247.0 188
20.5774 248.0 188
20.8905 248.0 188
21.1542 249.0 188
21.4838 250.0 188
21.7474 251.0 188
22.0605 251.0 188
22.3901 252.0 188
22.7142 253.0 188
23.0273 253.0 188
23.2965 254.0 188
23.6206 255.0 188
23.9337 256.0 188
24.2633 256.0 188
24.5270 257.0 188
24.8401 258.0 188
25.1093 259.0 188
25.4333 260.0 188
25.7465 261.0 188
26.0156 262.0 188
26.3397 263.0 188
26.6528 263.0 188
26.9824 264.0 188
27.2461 265.0 188
27.5592 267.0 188
27.8888 267.0 188
28.1525 268.0 188
28.4656 269.0 188
28.7952 270.0 188
29.0588 271.0 188
29.3719 272.0 188
29.7015 273.0 188
29.9652 275.0 188
30.2948 276.0 188
30.5420 277.0 188
30.8716 278.0 188
35.8099 271.0 188
36.1835 269.0 188
36.5625 267.0 188
36.8701 265.0 188
37.2656 263.0 188
37.5732 262.0 188
37.9688 260.0 188
38.3423 258.0 188
38.6719 257.0 188
39.0454 255.0 188
39.4189 253.0 188
39.7485 251.0 188
40.1221 250.0 188
40.4956 248.0 188
40.8252 247.0 188
41.1987 245.0 188
41.5283 244.0 188
41.9019 242.0 188
42.2919 241.0 188
42.6050 239.0 188
42.9950 238.0 188
43.3081 237.0 188
43.6981 235.0 188
44.0771 234.0 188
44.4012 233.0 188
44.7144 232.0 188
45.1044 230.0 188
45.4834 229.0 188
45.8075 228.0 188
46.1865 227.0 188
46.5106 226.0 188
46.8896 224.0 188
47.2137 224.0 188
47.5928 223.0 188
47.9059 222.0 188
48.2959 220.0 188
48.6694 219.0 188
48.9990 219.0 188
49.3121 218.0 188
49.7021 217.0 188
50.0757 215.0 188
50.4053 214.0 188
50.7184 214.0 188
51.1084 213.0 188
51.4215 212.0 188
51.8115 211.0 188
52.1851 210.0 188
52.5146 209.0 188
52.8278 209.0 188
53.2178 208.0 188
53.5309 207.0 188
53.9209 206.0 188
54.2340 206.0 188
54.5581 205.0 188
54.9371 204.0 188
55.3271 203.0 188
55.6403 203.0 188
55.9644 202.0 188
56.3434 201.0 188
56.6675 200.0 188
56.9971 200.0 188
57.3706 199.0 188
57.7496 198.0 188
58.0737 198.0 188
58.4033 197.0 188
58.7769 196.0 188
59.1064 196.0 188
59.4800 195.0 188
59.8096 194.0 188
60.1227 194.0 188
60.4962 193.0 188
60.8258 193.0 188
61.2158 192.0 188
61.5289 192.0 188
61.8585 191.0 188
62.1826 191.0 188
62.5616 190.0 188
62.8857 190.0 188
63.2648 189.0 188
63.5889 189.0 188
63.9020 188.0 188
64.2316 188.0 188
64.6051 187.0 188
64.9347 187.0 188
65.3082 186.0 188
65.6378 186.0 188
65.9674 186.0 188
66.2805 185.0 188
66.6046 185.0 188
66.9836 184.0 188
67.3077 184.0 188
67.6868 183.0 188
68.0109 183.0 188
68.3405 183.0 188
68.7140 182.0 188
69.0436 182.0 188
69.3567 181.0 188
