False	15	108.1875	0.0
False	15	63.109375	0.0
False	15	64.5	0.0
False	12	65.828125	4548.25
False	15	67.171875	4487.75
False	0	76.15625	0.0
False	15	77.484375	0.0
False	15	71.140625	0.0
False	15	72.515625	0.0
False	15	75.875	0.0
False	15	77.234375	606.0
False	15	78.40625	617.0
False	15	79.71875	627.75
False	15	80.9375	639.0
False	15	82.3125	651.25
False	15	83.546875	664.0
False	15	84.71875	676.25
False	15	86.015625	689.5
False	15	87.25	704.25
False	15	88.546875	718.75
False	15	89.84375	733.5
False	15	91.078125	749.25
False	15	92.375	765.25
False	15	93.78125	782.5
False	15	95.03125	800.5
False	15	96.21875	819.0
False	15	97.5	837.0
False	15	101.265625	0.0
False	15	102.9375	0.0
False	15	104.25	342.75
False	15	105.671875	338.25
False	15	106.796875	336.0
False	15	108.15625	334.75
False	15	109.453125	334.25
False	15	111.1875	334.25
False	15	111.96875	335.0
False	15	113.453125	336.5
False	15	114.671875	338.75
False	15	115.796875	342.5
False	15	120.96875	0.0
False	15	122.265625	0.0
False	15	123.59375	0.0
False	15	120.40625	0.0
False	15	121.828125	402.25
False	15	122.984375	403.25
False	15	124.671875	404.75
False	15	125.6875	406.5
False	15	127.078125	409.0
False	15	128.328125	412.25
False	15	129.625	417.5
False	15	135.453125	0.0
False	15	136.75	0.0
False	15	138.0625	0.0
False	15	133.921875	0.0
False	0	140.671875	0.0
False	0	141.984375	0.0
False	15	136.109375	0.0
False	15	137.40625	0.0
False	15	138.703125	1845.0
False	11	140.046875	0.0
False	15	141.3125	1891.25
False	0	149.890625	0.0
False	0	151.203125	0.0
False	0	152.515625	0.0
False	15	146.6875	0.0
False	15	148.046875	1680.0
False	15	149.359375	1658.25
False	15	150.71875	1630.75
False	0	159.09375	0.0
False	0	160.421875	0.0
False	0	161.734375	0.0
False	0	163.046875	0.0
False	0	164.359375	0.0
False	0	165.6875	0.0
False	0	167.0	0.0
False	0	168.3125	0.0
False	0	169.625	0.0
False	0	170.953125	0.0
